"producto_marca","producto_url","producto_precio","producto_precio_url","producto_especificaciones","producto_especificaciones_url"
"RABANNE","https://www.falabella.com.co/falabella-co/product/18352390/Perfume-Hombre-Rabanne-Phantom-50-ml-EDT/18352390","$ 407.000","https://www.falabella.com.co/falabella-co/product/18352390/Perfume-Hombre-Rabanne-Phantom-50-ml-EDT/18352390","Perfume Hombre Phantom 50 ml EDT","https://www.falabella.com.co/falabella-co/product/18352390/Perfume-Hombre-Rabanne-Phantom-50-ml-EDT/18352390"
"JEAN PAUL GAULTIER","https://www.falabella.com.co/falabella-co/product/5259240/Perfume-Jean-Paul-Gaultier-Hombre-Le-Male-125ml-EDP-/5259240","$ 571.000","https://www.falabella.com.co/falabella-co/product/5259240/Perfume-Jean-Paul-Gaultier-Hombre-Le-Male-125ml-EDP-/5259240","Perfume Hombre Le Male 125ml EDP","https://www.falabella.com.co/falabella-co/product/5259240/Perfume-Jean-Paul-Gaultier-Hombre-Le-Male-125ml-EDP-/5259240"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/5259231/Perfume-Carolina-Herrera-Good-Girl-Supr%C3%AAme-Intense-Mujer-80-ml-EDP/5259231","$ 681.000","https://www.falabella.com.co/falabella-co/product/5259231/Perfume-Carolina-Herrera-Good-Girl-Supr%C3%AAme-Intense-Mujer-80-ml-EDP/5259231","Perfume Good Girl Suprême Intense Mujer 80 ml EDP","https://www.falabella.com.co/falabella-co/product/5259231/Perfume-Carolina-Herrera-Good-Girl-Supr%C3%AAme-Intense-Mujer-80-ml-EDP/5259231"
"GUCCI","https://www.falabella.com.co/falabella-co/product/139257081/PERFUME-MUJER-GUCCI-FLORA-ORCHID-EDP-100-ML/139257082","$ 629.900","https://www.falabella.com.co/falabella-co/product/139257081/PERFUME-MUJER-GUCCI-FLORA-ORCHID-EDP-100-ML/139257082","PERFUME MUJER FLORA ORCHID EDP 100 ML","https://www.falabella.com.co/falabella-co/product/139257081/PERFUME-MUJER-GUCCI-FLORA-ORCHID-EDP-100-ML/139257082"
"RABANNE","https://www.falabella.com.co/falabella-co/product/39318122/Perfume-Mujer-Paco-Rabanne-Fame-80-ml-EDP/39318122","$ 568.000","https://www.falabella.com.co/falabella-co/product/39318122/Perfume-Mujer-Paco-Rabanne-Fame-80-ml-EDP/39318122","Perfume Mujer Paco Fame 80 ml EDP","https://www.falabella.com.co/falabella-co/product/39318122/Perfume-Mujer-Paco-Rabanne-Fame-80-ml-EDP/39318122"
"BURBERRY","https://www.falabella.com.co/falabella-co/product/72711890/Perfume-Mujer-Burberry-Goddess-100-ml-EDP/72711890","$ 759.900","https://www.falabella.com.co/falabella-co/product/72711890/Perfume-Mujer-Burberry-Goddess-100-ml-EDP/72711890","Perfume Mujer Goddess 100 ml EDP","https://www.falabella.com.co/falabella-co/product/72711890/Perfume-Mujer-Burberry-Goddess-100-ml-EDP/72711890"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/30299674/Perfume-Mujer-Carolina-Herrera-Good-Girl-50-ml-EDP/30299674","$ 481.000","https://www.falabella.com.co/falabella-co/product/30299674/Perfume-Mujer-Carolina-Herrera-Good-Girl-50-ml-EDP/30299674","Perfume Mujer Good Girl 50 ml EDP","https://www.falabella.com.co/falabella-co/product/30299674/Perfume-Mujer-Carolina-Herrera-Good-Girl-50-ml-EDP/30299674"
"RABANNE","https://www.falabella.com.co/falabella-co/product/5259233/Perfume-Rabanne-One-Million-Parfum-Hombre-50-ml-EDP/5259233","$ 392.000","https://www.falabella.com.co/falabella-co/product/5259233/Perfume-Rabanne-One-Million-Parfum-Hombre-50-ml-EDP/5259233","Perfume One Million Parfum Hombre 50 ml EDP","https://www.falabella.com.co/falabella-co/product/5259233/Perfume-Rabanne-One-Million-Parfum-Hombre-50-ml-EDP/5259233"
"BURBERRY","https://www.falabella.com.co/falabella-co/product/72711891/Perfume-Mujer-Burberry-Goddess-50-ml-EDP/72711891","$ 579.900","https://www.falabella.com.co/falabella-co/product/72711891/Perfume-Mujer-Burberry-Goddess-50-ml-EDP/72711891","Perfume Mujer Goddess 50 ml EDP","https://www.falabella.com.co/falabella-co/product/72711891/Perfume-Mujer-Burberry-Goddess-50-ml-EDP/72711891"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/15300785/Perfume-Hombre-Carolina-Herrera-Bad-Boy-Le-Parfum-100-ml-EDP/15300785","$ 605.000","https://www.falabella.com.co/falabella-co/product/15300785/Perfume-Hombre-Carolina-Herrera-Bad-Boy-Le-Parfum-100-ml-EDP/15300785","Perfume Hombre Bad Boy Le Parfum 100 ml EDP","https://www.falabella.com.co/falabella-co/product/15300785/Perfume-Hombre-Carolina-Herrera-Bad-Boy-Le-Parfum-100-ml-EDP/15300785"
"CALVIN KLEIN","https://www.falabella.com.co/falabella-co/product/44971282/Perfume-Unisex-Calvin-Klein-Ck-Everyone-EDT-100-ml/44971282","$ 339.900","https://www.falabella.com.co/falabella-co/product/44971282/Perfume-Unisex-Calvin-Klein-Ck-Everyone-EDT-100-ml/44971282","Perfume Unisex Ck Everyone EDT 100 ml","https://www.falabella.com.co/falabella-co/product/44971282/Perfume-Unisex-Calvin-Klein-Ck-Everyone-EDT-100-ml/44971282"
"RABANNE","https://www.falabella.com.co/falabella-co/product/14117865/Perfume-Hombre-Rabanne-Invictus-Victory-50-ml-EDP/14117865","$ 416.000","https://www.falabella.com.co/falabella-co/product/14117865/Perfume-Hombre-Rabanne-Invictus-Victory-50-ml-EDP/14117865","Perfume Hombre Invictus Victory 50 ml EDP","https://www.falabella.com.co/falabella-co/product/14117865/Perfume-Hombre-Rabanne-Invictus-Victory-50-ml-EDP/14117865"
"RABANNE","https://www.falabella.com.co/falabella-co/product/39318123/Perfume-Mujer-Paco-Rabanne-Fame-50-ml-EDP/39318123","$ 436.000","https://www.falabella.com.co/falabella-co/product/39318123/Perfume-Mujer-Paco-Rabanne-Fame-50-ml-EDP/39318123","Perfume Mujer Paco Fame 50 ml EDP","https://www.falabella.com.co/falabella-co/product/39318123/Perfume-Mujer-Paco-Rabanne-Fame-50-ml-EDP/39318123"
"BURBERRY","https://www.falabella.com.co/falabella-co/product/72997772/Perfume-Mujer-Burberry-GODDESS-INTENSE-100-ml-EDP/72997772","$ 809.900","https://www.falabella.com.co/falabella-co/product/72997772/Perfume-Mujer-Burberry-GODDESS-INTENSE-100-ml-EDP/72997772","Perfume Mujer GODDESS INTENSE 100 ml EDP","https://www.falabella.com.co/falabella-co/product/72997772/Perfume-Mujer-Burberry-GODDESS-INTENSE-100-ml-EDP/72997772"
"BURBERRY","https://www.falabella.com.co/falabella-co/product/72866726/Perfume-Hombre-Burberry-Hero-100-ml-EDP-/72866726","$ 689.900","https://www.falabella.com.co/falabella-co/product/72866726/Perfume-Hombre-Burberry-Hero-100-ml-EDP-/72866726","Perfume Hombre Hero 100 ml EDP","https://www.falabella.com.co/falabella-co/product/72866726/Perfume-Hombre-Burberry-Hero-100-ml-EDP-/72866726"
"JEAN PAUL GAULTIER","https://www.falabella.com.co/falabella-co/product/72724659/Perfume-Jean-Paul-Gaultier-Mujer-Divine-100ml-EDP/72724659","$ 739.000","https://www.falabella.com.co/falabella-co/product/72724659/Perfume-Jean-Paul-Gaultier-Mujer-Divine-100ml-EDP/72724659","Perfume Mujer Divine 100ml EDP","https://www.falabella.com.co/falabella-co/product/72724659/Perfume-Jean-Paul-Gaultier-Mujer-Divine-100ml-EDP/72724659"
"CALVIN KLEIN","https://www.falabella.com.co/falabella-co/product/130395617/PERFUME-HOMBRE-CALVIN-KLEIN-EVERYONE-EDT-200-ML/130395619","$ 347.900","https://www.falabella.com.co/falabella-co/product/130395617/PERFUME-HOMBRE-CALVIN-KLEIN-EVERYONE-EDT-200-ML/130395619","PERFUME HOMBRE EVERYONE EDT 200 ML","https://www.falabella.com.co/falabella-co/product/130395617/PERFUME-HOMBRE-CALVIN-KLEIN-EVERYONE-EDT-200-ML/130395619"
"LATTAFA","https://www.falabella.com.co/falabella-co/product/123467405/Perfume-Badee-Al-Oud-Amethyst-100ml/123467406?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Ak5xtHQHgJ-bO9T_Nn0-OE58cXMmwNlUmvj7nUKQy6nC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7IYdgbUfBSD6HXEtVZnTMtCLI4BVeHwfXDqQT_Wvg6nsvGT7wdJiAbXeDeFBFgLSOtaRMyunxKi4kkEAsYCyRK0%253D_ark196b1d3e1657713839%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 189.000","https://www.falabella.com.co/falabella-co/product/123467405/Perfume-Badee-Al-Oud-Amethyst-100ml/123467406?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Ak5xtHQHgJ-bO9T_Nn0-OE58cXMmwNlUmvj7nUKQy6nC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7IYdgbUfBSD6HXEtVZnTMtCLI4BVeHwfXDqQT_Wvg6nsvGT7wdJiAbXeDeFBFgLSOtaRMyunxKi4kkEAsYCyRK0%253D_ark196b1d3e1657713839%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Badee Al Oud Amethyst 100ml","https://www.falabella.com.co/falabella-co/product/123467405/Perfume-Badee-Al-Oud-Amethyst-100ml/123467406?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Ak5xtHQHgJ-bO9T_Nn0-OE58cXMmwNlUmvj7nUKQy6nC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7IYdgbUfBSD6HXEtVZnTMtCLI4BVeHwfXDqQT_Wvg6nsvGT7wdJiAbXeDeFBFgLSOtaRMyunxKi4kkEAsYCyRK0%253D_ark196b1d3e1657713839%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/69652586/Perfume-Mujer-Carolina-Herrera-CH-EDT-100ml-EDT/69652586?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_titqTeuny0GZXhoBByqauk58cXMmwNlUmvj7nUKQy6nC7yHfRzX4YI9L4bdtQ-WZGfUDLv2g7I5JjD-uEpwooGyowrTXbK3uhDENFUR6-ChTxhtGkR4pZROVMsbJwHGbvGT7wdJiAbXeDeFBFgLSOtaRMyunxKi4kkEAsYCyRK0%253D_ark196b1d3e1657713839%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 557.000","https://www.falabella.com.co/falabella-co/product/69652586/Perfume-Mujer-Carolina-Herrera-CH-EDT-100ml-EDT/69652586?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_titqTeuny0GZXhoBByqauk58cXMmwNlUmvj7nUKQy6nC7yHfRzX4YI9L4bdtQ-WZGfUDLv2g7I5JjD-uEpwooGyowrTXbK3uhDENFUR6-ChTxhtGkR4pZROVMsbJwHGbvGT7wdJiAbXeDeFBFgLSOtaRMyunxKi4kkEAsYCyRK0%253D_ark196b1d3e1657713839%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Mujer CH EDT 100ml EDT","https://www.falabella.com.co/falabella-co/product/69652586/Perfume-Mujer-Carolina-Herrera-CH-EDT-100ml-EDT/69652586?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_titqTeuny0GZXhoBByqauk58cXMmwNlUmvj7nUKQy6nC7yHfRzX4YI9L4bdtQ-WZGfUDLv2g7I5JjD-uEpwooGyowrTXbK3uhDENFUR6-ChTxhtGkR4pZROVMsbJwHGbvGT7wdJiAbXeDeFBFgLSOtaRMyunxKi4kkEAsYCyRK0%253D_ark196b1d3e1657713839%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"LATTAFA","https://www.falabella.com.co/falabella-co/product/123467405/Perfume-Badee-Al-Oud-Amethyst-100ml/123467406?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_sL7qhRLidrgBpqFpXstuDUs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7F0o6s0maBTr25yp-y0k_e0FKlw-qfZZkYUPIcJPHWpbvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 189.000","https://www.falabella.com.co/falabella-co/product/123467405/Perfume-Badee-Al-Oud-Amethyst-100ml/123467406?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_sL7qhRLidrgBpqFpXstuDUs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7F0o6s0maBTr25yp-y0k_e0FKlw-qfZZkYUPIcJPHWpbvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Badee Al Oud Amethyst 100ml","https://www.falabella.com.co/falabella-co/product/123467405/Perfume-Badee-Al-Oud-Amethyst-100ml/123467406?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_sL7qhRLidrgBpqFpXstuDUs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7F0o6s0maBTr25yp-y0k_e0FKlw-qfZZkYUPIcJPHWpbvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/69652586/Perfume-Mujer-Carolina-Herrera-CH-EDT-100ml-EDT/69652586?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Xo_zdiDib4u5p_AT3jGRMEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZGfUDLv2g7I5JjD-uEpwooA5CyxKUT2i6ef5EQSSS8Cz5i3EQwBvfK3ncRC8ACjPjvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 557.000","https://www.falabella.com.co/falabella-co/product/69652586/Perfume-Mujer-Carolina-Herrera-CH-EDT-100ml-EDT/69652586?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Xo_zdiDib4u5p_AT3jGRMEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZGfUDLv2g7I5JjD-uEpwooA5CyxKUT2i6ef5EQSSS8Cz5i3EQwBvfK3ncRC8ACjPjvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Mujer CH EDT 100ml EDT","https://www.falabella.com.co/falabella-co/product/69652586/Perfume-Mujer-Carolina-Herrera-CH-EDT-100ml-EDT/69652586?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Xo_zdiDib4u5p_AT3jGRMEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZGfUDLv2g7I5JjD-uEpwooA5CyxKUT2i6ef5EQSSS8Cz5i3EQwBvfK3ncRC8ACjPjvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"RABANNE","https://www.falabella.com.co/falabella-co/product/1398711/Perfume-Rabanne-One-Million-Hombre-100-ml-EDT/1398711","$ 530.000","https://www.falabella.com.co/falabella-co/product/1398711/Perfume-Rabanne-One-Million-Hombre-100-ml-EDT/1398711","Perfume One Million Hombre 100 ml EDT","https://www.falabella.com.co/falabella-co/product/1398711/Perfume-Rabanne-One-Million-Hombre-100-ml-EDT/1398711"
"RABANNE","https://www.falabella.com.co/falabella-co/product/2053552/Perfume-Rabanne-Invictus-Hombre-50-ml-EDT/2053552","$ 385.000","https://www.falabella.com.co/falabella-co/product/2053552/Perfume-Rabanne-Invictus-Hombre-50-ml-EDT/2053552","Perfume Invictus Hombre 50 ml EDT","https://www.falabella.com.co/falabella-co/product/2053552/Perfume-Rabanne-Invictus-Hombre-50-ml-EDT/2053552"
"LATTAFA","https://www.falabella.com.co/falabella-co/product/141918420/Perfume-Yara-100ml-+-Yara-50ml-+-Yara-Roll-On-10ml-Lattafa/141918421?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_TERDRhL1na_y35w9jGwKiEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZy3QN4vryodIgV809AnRhYO0aafHzYUlgnOtNnP43QOgVwyrQ6xV6R1XHwZfCrN2AvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A5%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 239.000","https://www.falabella.com.co/falabella-co/product/141918420/Perfume-Yara-100ml-+-Yara-50ml-+-Yara-Roll-On-10ml-Lattafa/141918421?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_TERDRhL1na_y35w9jGwKiEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZy3QN4vryodIgV809AnRhYO0aafHzYUlgnOtNnP43QOgVwyrQ6xV6R1XHwZfCrN2AvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A5%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Yara 100ml + Yara 50ml + Yara Roll-On 10ml","https://www.falabella.com.co/falabella-co/product/141918420/Perfume-Yara-100ml-+-Yara-50ml-+-Yara-Roll-On-10ml-Lattafa/141918421?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_TERDRhL1na_y35w9jGwKiEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZy3QN4vryodIgV809AnRhYO0aafHzYUlgnOtNnP43QOgVwyrQ6xV6R1XHwZfCrN2AvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A5%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"MAISON ALHAMBRA","https://www.falabella.com.co/falabella-co/product/121707999/Perfume-Delilah-Pour-Femme-100ml/121708000?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_9qE-kEAIyA-RXISvSysdVEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7DCNiQPovdd7LMbEsyDmg2bwKq2JpZe-AGmCCLarxH6RvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A6%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 173.000","https://www.falabella.com.co/falabella-co/product/121707999/Perfume-Delilah-Pour-Femme-100ml/121708000?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_9qE-kEAIyA-RXISvSysdVEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7DCNiQPovdd7LMbEsyDmg2bwKq2JpZe-AGmCCLarxH6RvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A6%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Delilah Pour Femme 100ml","https://www.falabella.com.co/falabella-co/product/121707999/Perfume-Delilah-Pour-Femme-100ml/121708000?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_9qE-kEAIyA-RXISvSysdVEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZUDpYmyw54RCWq-IiWPLg7DCNiQPovdd7LMbEsyDmg2bwKq2JpZe-AGmCCLarxH6RvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A6%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/4041298/Perfume-Carolina-Herrera-Bad-Boy-Hombre-100-ml-EDT/4041298","$ 551.000","https://www.falabella.com.co/falabella-co/product/4041298/Perfume-Carolina-Herrera-Bad-Boy-Hombre-100-ml-EDT/4041298","Perfume Bad Boy Hombre 100 ml EDT","https://www.falabella.com.co/falabella-co/product/4041298/Perfume-Carolina-Herrera-Bad-Boy-Hombre-100-ml-EDT/4041298"
