"producto_marca","producto_url","producto_precio","producto_precio_url","producto_especificaciones","producto_especificaciones_url"
"JEAN PAUL GAULTIER","https://www.falabella.com.co/falabella-co/product/19810905/Perfume-Hombre-Jean-Paul-Gaultier-Scandal-Pour-Homme-50-ml-EDT/19810905","$ 386.000","https://www.falabella.com.co/falabella-co/product/19810905/Perfume-Hombre-Jean-Paul-Gaultier-Scandal-Pour-Homme-50-ml-EDT/19810905","Perfume Hombre Scandal Pour Homme 50 ml EDT","https://www.falabella.com.co/falabella-co/product/19810905/Perfume-Hombre-Jean-Paul-Gaultier-Scandal-Pour-Homme-50-ml-EDT/19810905"
"REYANE","https://www.falabella.com.co/falabella-co/product/121603272/Perfume-Reyane-Acqua-Di-Parisis-Venizia-100ml-edp-Femme/121603273?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Fv6FrOo5UUqQZ_6yeQFxMEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZM_iwjGoMDKsnIr8h7hu53RvebU3hwIAORm_rA6fnSCXl2_dQOybfjAFROhfY9E_jvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A9%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 186.915","https://www.falabella.com.co/falabella-co/product/121603272/Perfume-Reyane-Acqua-Di-Parisis-Venizia-100ml-edp-Femme/121603273?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Fv6FrOo5UUqQZ_6yeQFxMEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZM_iwjGoMDKsnIr8h7hu53RvebU3hwIAORm_rA6fnSCXl2_dQOybfjAFROhfY9E_jvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A9%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Acqua Di Parisis Venizia 100ml edp Femme","https://www.falabella.com.co/falabella-co/product/121603272/Perfume-Reyane-Acqua-Di-Parisis-Venizia-100ml-edp-Femme/121603273?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Fv6FrOo5UUqQZ_6yeQFxMEs8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZM_iwjGoMDKsnIr8h7hu53RvebU3hwIAORm_rA6fnSCXl2_dQOybfjAFROhfY9E_jvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A9%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/71207964/Perfume-Mujer-Carolina-Herrera-Pasion-80-ml-EDP/71207964?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_u9WxrhEknuf_XuLfzxpPAks8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZDNoKHzxCUQpPZ36kdNSlTGIIEW2RkvIEdwg0yCVdJWq8joFCX1AddSEBABiItjSnvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A10%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 557.000","https://www.falabella.com.co/falabella-co/product/71207964/Perfume-Mujer-Carolina-Herrera-Pasion-80-ml-EDP/71207964?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_u9WxrhEknuf_XuLfzxpPAks8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZDNoKHzxCUQpPZ36kdNSlTGIIEW2RkvIEdwg0yCVdJWq8joFCX1AddSEBABiItjSnvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A10%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Mujer Pasion 80 ml EDP","https://www.falabella.com.co/falabella-co/product/71207964/Perfume-Mujer-Carolina-Herrera-Pasion-80-ml-EDP/71207964?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_u9WxrhEknuf_XuLfzxpPAks8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZDNoKHzxCUQpPZ36kdNSlTGIIEW2RkvIEdwg0yCVdJWq8joFCX1AddSEBABiItjSnvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253A10%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"RABANNE","https://www.falabella.com.co/falabella-co/product/17904226/Perfume-Mujer-Paco-Rabanne-Lady-Million-Fabulous-80-ml-EDP/17904226","$ 551.000","https://www.falabella.com.co/falabella-co/product/17904226/Perfume-Mujer-Paco-Rabanne-Lady-Million-Fabulous-80-ml-EDP/17904226","Perfume Mujer Paco Lady Million Fabulous 80 ml EDP","https://www.falabella.com.co/falabella-co/product/17904226/Perfume-Mujer-Paco-Rabanne-Lady-Million-Fabulous-80-ml-EDP/17904226"
"RABANNE","https://www.falabella.com.co/falabella-co/product/18352389/Perfume-Hombre-Rabanne-Phantom-100-ml-EDT/18352389","$ 557.000","https://www.falabella.com.co/falabella-co/product/18352389/Perfume-Hombre-Rabanne-Phantom-100-ml-EDT/18352389","Perfume Hombre Phantom 100 ml EDT","https://www.falabella.com.co/falabella-co/product/18352389/Perfume-Hombre-Rabanne-Phantom-100-ml-EDT/18352389"
"CALVIN KLEIN","https://www.falabella.com.co/falabella-co/product/18026360/Perfume-Unisex-Calvin-Klein-Ck-Everyone-200-ml-EDT/18026360","$ 409.900","https://www.falabella.com.co/falabella-co/product/18026360/Perfume-Unisex-Calvin-Klein-Ck-Everyone-200-ml-EDT/18026360","Perfume Unisex Ck Everyone 200 ml EDT","https://www.falabella.com.co/falabella-co/product/18026360/Perfume-Unisex-Calvin-Klein-Ck-Everyone-200-ml-EDT/18026360"
"RABANNE","https://www.falabella.com.co/falabella-co/product/5259234/Perfume-Rabanne-One-Million-Parfum-Hombre-100-ml-EDP/5259234","$ 535.000","https://www.falabella.com.co/falabella-co/product/5259234/Perfume-Rabanne-One-Million-Parfum-Hombre-100-ml-EDP/5259234","Perfume One Million Parfum Hombre 100 ml EDP","https://www.falabella.com.co/falabella-co/product/5259234/Perfume-Rabanne-One-Million-Parfum-Hombre-100-ml-EDP/5259234"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/4041299/Perfume-Carolina-Herrera-Bad-Boy-Hombre-50-ml-EDT/4041299","$ 416.000","https://www.falabella.com.co/falabella-co/product/4041299/Perfume-Carolina-Herrera-Bad-Boy-Hombre-50-ml-EDT/4041299","Perfume Bad Boy Hombre 50 ml EDT","https://www.falabella.com.co/falabella-co/product/4041299/Perfume-Carolina-Herrera-Bad-Boy-Hombre-50-ml-EDT/4041299"
"JEAN PAUL GAULTIER","https://www.falabella.com.co/falabella-co/product/72724658/Perfume-Jean-Paul-Gaultier-Mujer-Divine-50ml-EDP-/72724658","$ 519.000","https://www.falabella.com.co/falabella-co/product/72724658/Perfume-Jean-Paul-Gaultier-Mujer-Divine-50ml-EDP-/72724658","Perfume Mujer Divine 50ml EDP","https://www.falabella.com.co/falabella-co/product/72724658/Perfume-Jean-Paul-Gaultier-Mujer-Divine-50ml-EDP-/72724658"
"RABANNE","https://www.falabella.com.co/falabella-co/product/17904227/Perfume-Mujer-Paco-Rabanne-Lady-Million-Fabulous-50-ml-EDP/17904227","$ 422.000","https://www.falabella.com.co/falabella-co/product/17904227/Perfume-Mujer-Paco-Rabanne-Lady-Million-Fabulous-50-ml-EDP/17904227","Perfume Mujer Paco Lady Million Fabulous 50 ml EDP","https://www.falabella.com.co/falabella-co/product/17904227/Perfume-Mujer-Paco-Rabanne-Lady-Million-Fabulous-50-ml-EDP/17904227"
"BURBERRY","https://www.falabella.com.co/falabella-co/product/73027953/Perfume-Hombre-Burberry-Hero-Refill-200-ml-EDP/73027953","$ 869.900","https://www.falabella.com.co/falabella-co/product/73027953/Perfume-Hombre-Burberry-Hero-Refill-200-ml-EDP/73027953","Perfume Hombre Hero Refill 200 ml EDP","https://www.falabella.com.co/falabella-co/product/73027953/Perfume-Hombre-Burberry-Hero-Refill-200-ml-EDP/73027953"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/15300786/Perfume-Hombre-Carolina-Herrera-Bad-Boy-Le-Parfum-50-ml-EDP/15300786","$ 458.000","https://www.falabella.com.co/falabella-co/product/15300786/Perfume-Hombre-Carolina-Herrera-Bad-Boy-Le-Parfum-50-ml-EDP/15300786","Perfume Hombre Bad Boy Le Parfum 50 ml EDP","https://www.falabella.com.co/falabella-co/product/15300786/Perfume-Hombre-Carolina-Herrera-Bad-Boy-Le-Parfum-50-ml-EDP/15300786"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/65469778/Carolina-Herrera-Good-Girl-Blush-50-ml-EDP/65469778","$ 522.000","https://www.falabella.com.co/falabella-co/product/65469778/Carolina-Herrera-Good-Girl-Blush-50-ml-EDP/65469778","Good Girl Blush 50 ml EDP","https://www.falabella.com.co/falabella-co/product/65469778/Carolina-Herrera-Good-Girl-Blush-50-ml-EDP/65469778"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/30299673/Perfume-Mujer-Carolina-Herrera-Good-Girl-80-ml-EDP/30299673","$ 627.000","https://www.falabella.com.co/falabella-co/product/30299673/Perfume-Mujer-Carolina-Herrera-Good-Girl-80-ml-EDP/30299673","Perfume Mujer Good Girl 80 ml EDP","https://www.falabella.com.co/falabella-co/product/30299673/Perfume-Mujer-Carolina-Herrera-Good-Girl-80-ml-EDP/30299673"
"BURBERRY","https://www.falabella.com.co/falabella-co/product/72866725/Perfume-Mujer-Burberry-Her-100-ml-EDP/72866725","$ 759.900","https://www.falabella.com.co/falabella-co/product/72866725/Perfume-Mujer-Burberry-Her-100-ml-EDP/72866725","Perfume Mujer Her 100 ml EDP","https://www.falabella.com.co/falabella-co/product/72866725/Perfume-Mujer-Burberry-Her-100-ml-EDP/72866725"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/14117862/Perfume-Carolina-Herrera-Very-Good-Girl-Mujer-80-ml-EDP/14117862","$ 681.000","https://www.falabella.com.co/falabella-co/product/14117862/Perfume-Carolina-Herrera-Very-Good-Girl-Mujer-80-ml-EDP/14117862","Perfume Very Good Girl Mujer 80 ml EDP","https://www.falabella.com.co/falabella-co/product/14117862/Perfume-Carolina-Herrera-Very-Good-Girl-Mujer-80-ml-EDP/14117862"
"RABANNE","https://www.falabella.com.co/falabella-co/product/14117866/Perfume-Hombre-Rabanne-Invictus-Victory-100-ml-EDP/14117866","$ 568.000","https://www.falabella.com.co/falabella-co/product/14117866/Perfume-Hombre-Rabanne-Invictus-Victory-100-ml-EDP/14117866","Perfume Hombre Invictus Victory 100 ml EDP","https://www.falabella.com.co/falabella-co/product/14117866/Perfume-Hombre-Rabanne-Invictus-Victory-100-ml-EDP/14117866"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/65469777/Carolina-Herrera-Good-Girl-Blush-80-ml-EDP/65469777","$ 681.000","https://www.falabella.com.co/falabella-co/product/65469777/Carolina-Herrera-Good-Girl-Blush-80-ml-EDP/65469777","Good Girl Blush 80 ml EDP","https://www.falabella.com.co/falabella-co/product/65469777/Carolina-Herrera-Good-Girl-Blush-80-ml-EDP/65469777"
"RABANNE","https://www.falabella.com.co/falabella-co/product/2053553/Perfume-Rabanne-Hombre-Invictus-100ml-EDT/2053553","$ 525.000","https://www.falabella.com.co/falabella-co/product/2053553/Perfume-Rabanne-Hombre-Invictus-100ml-EDT/2053553","Perfume Hombre Invictus 100ml EDT","https://www.falabella.com.co/falabella-co/product/2053553/Perfume-Rabanne-Hombre-Invictus-100ml-EDT/2053553"
"JEAN PAUL GAULTIER","https://www.falabella.com.co/falabella-co/product/19810903/Perfume-Hombre-Jean-Paul-Gaultier-Scandal-Pour-Homme-100-ml-EDT/19810903","$ 535.000","https://www.falabella.com.co/falabella-co/product/19810903/Perfume-Hombre-Jean-Paul-Gaultier-Scandal-Pour-Homme-100-ml-EDT/19810903","Perfume Hombre Scandal Pour Homme 100 ml EDT","https://www.falabella.com.co/falabella-co/product/19810903/Perfume-Hombre-Jean-Paul-Gaultier-Scandal-Pour-Homme-100-ml-EDT/19810903"
"RABANNE","https://www.falabella.com.co/falabella-co/product/73021107/Perfume-Mujer-Paco-Rabanne-Million-Gold-For-Her-90-ml-Eau-de-parfum/73021107","$ 670.000","https://www.falabella.com.co/falabella-co/product/73021107/Perfume-Mujer-Paco-Rabanne-Million-Gold-For-Her-90-ml-Eau-de-parfum/73021107","Perfume Mujer Paco Million Gold For Her 90 ml Eau de parfum","https://www.falabella.com.co/falabella-co/product/73021107/Perfume-Mujer-Paco-Rabanne-Million-Gold-For-Her-90-ml-Eau-de-parfum/73021107"
"LATTAFA","https://www.falabella.com.co/falabella-co/product/125922953/Perfume-Al-Qiam-Gold-Lattafa-100ml/125922954?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Q_aFRABFb_ImlAhd_kJzFks8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZtga6EwbKWeh1GCZbv0zjDO96yHZBolSR4CLDm0L_AQaD3-i7ecQ6b6CbMYvVoLf7vGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 191.000","https://www.falabella.com.co/falabella-co/product/125922953/Perfume-Al-Qiam-Gold-Lattafa-100ml/125922954?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Q_aFRABFb_ImlAhd_kJzFks8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZtga6EwbKWeh1GCZbv0zjDO96yHZBolSR4CLDm0L_AQaD3-i7ecQ6b6CbMYvVoLf7vGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Al Qiam Gold 100ml","https://www.falabella.com.co/falabella-co/product/125922953/Perfume-Al-Qiam-Gold-Lattafa-100ml/125922954?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Q_aFRABFb_ImlAhd_kJzFks8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZtga6EwbKWeh1GCZbv0zjDO96yHZBolSR4CLDm0L_AQaD3-i7ecQ6b6CbMYvVoLf7vGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"ADIDAS","https://www.falabella.com.co/falabella-co/product/73262187/Perfume-Unisex-Adidas-Vibes-Energy-Drive-For-All-100-ml/73262187?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_1ejWbLlO9rq6-dFK08IpU0s8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZBT8-KIDu8tMRvG3r9PL6_uKQXbANDcvcvoYKOwPJ5XctA0ENJyZgGT5QGKwLdQtWvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 189.990","https://www.falabella.com.co/falabella-co/product/73262187/Perfume-Unisex-Adidas-Vibes-Energy-Drive-For-All-100-ml/73262187?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_1ejWbLlO9rq6-dFK08IpU0s8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZBT8-KIDu8tMRvG3r9PL6_uKQXbANDcvcvoYKOwPJ5XctA0ENJyZgGT5QGKwLdQtWvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Unisex Vibes Energy Drive For All 100 ml","https://www.falabella.com.co/falabella-co/product/73262187/Perfume-Unisex-Adidas-Vibes-Energy-Drive-For-All-100-ml/73262187?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Njc0MDM2NzY0OQ%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_1ejWbLlO9rq6-dFK08IpU0s8ZDyhcBb5ERlRmm3giITC7yHfRzX4YI9L4bdtQ-WZBT8-KIDu8tMRvG3r9PL6_uKQXbANDcvcvoYKOwPJ5XctA0ENJyZgGT5QGKwLdQtWvGT7wdJiAbXeDeFBFgLSOmgR6YpGST3w8voA4HcGRz8%253D_ark196b1d22104769d688%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"BURBERRY","https://www.falabella.com.co/falabella-co/product/72711892/Perfume-Mujer-Burberry-GoddessRefill-150-ml-EDP/72711892","$ 759.900","https://www.falabella.com.co/falabella-co/product/72711892/Perfume-Mujer-Burberry-GoddessRefill-150-ml-EDP/72711892","Perfume Mujer GoddessRefill 150 ml EDP","https://www.falabella.com.co/falabella-co/product/72711892/Perfume-Mujer-Burberry-GoddessRefill-150-ml-EDP/72711892"
"RABANNE","https://www.falabella.com.co/falabella-co/product/28846543/Perfume-Hombre-Rabanne-1-Million-Elixir-Parfum-Intense-50-ML-EDP/28846543","$ 431.000","https://www.falabella.com.co/falabella-co/product/28846543/Perfume-Hombre-Rabanne-1-Million-Elixir-Parfum-Intense-50-ML-EDP/28846543","Perfume Hombre 1 Million Elixir Parfum Intense 50 ML EDP","https://www.falabella.com.co/falabella-co/product/28846543/Perfume-Hombre-Rabanne-1-Million-Elixir-Parfum-Intense-50-ML-EDP/28846543"
"JEAN PAUL GAULTIER","https://www.falabella.com.co/falabella-co/product/73072800/Set-de-Perfume-Mujer-Jean-Paul-Gaultier-Divine-Incluye:-Perfume-100ml-+-Locion-Corporal-75-ml-+-Eau-de-Parfum-10-ml/73072800","$ 763.000","https://www.falabella.com.co/falabella-co/product/73072800/Set-de-Perfume-Mujer-Jean-Paul-Gaultier-Divine-Incluye:-Perfume-100ml-+-Locion-Corporal-75-ml-+-Eau-de-Parfum-10-ml/73072800","Set de Perfume Mujer Divine Incluye: Perfume 100ml + Loción Corporal 75 ml + Eau de Parfum 10 ml","https://www.falabella.com.co/falabella-co/product/73072800/Set-de-Perfume-Mujer-Jean-Paul-Gaultier-Divine-Incluye:-Perfume-100ml-+-Locion-Corporal-75-ml-+-Eau-de-Parfum-10-ml/73072800"
"RABANNE","https://www.falabella.com.co/falabella-co/product/28846542/Perfume-Hombre-Rabanne-1-Million-Elixir-Parfum-Intense-100-ml-EDP/28846542","$ 595.000","https://www.falabella.com.co/falabella-co/product/28846542/Perfume-Hombre-Rabanne-1-Million-Elixir-Parfum-Intense-100-ml-EDP/28846542","Perfume Hombre 1 Million Elixir Parfum Intense 100 ml EDP","https://www.falabella.com.co/falabella-co/product/28846542/Perfume-Hombre-Rabanne-1-Million-Elixir-Parfum-Intense-100-ml-EDP/28846542"
"RABANNE","https://www.falabella.com.co/falabella-co/product/72015100/Perfume-Hombre-Rabanne-Phantom-Night-50-ml-EDP/72015100","$ 422.000","https://www.falabella.com.co/falabella-co/product/72015100/Perfume-Hombre-Rabanne-Phantom-Night-50-ml-EDP/72015100","Perfume Hombre Phantom Night 50 ml EDP","https://www.falabella.com.co/falabella-co/product/72015100/Perfume-Hombre-Rabanne-Phantom-Night-50-ml-EDP/72015100"
"MONTBLANC","https://www.falabella.com.co/falabella-co/product/125099419/PERFUME-HOMBRE-MONTBLANC-LEGEND-EDT-100-ML/125099420","$ 519.900","https://www.falabella.com.co/falabella-co/product/125099419/PERFUME-HOMBRE-MONTBLANC-LEGEND-EDT-100-ML/125099420","PERFUME HOMBRE LEGEND EDT 100 ML","https://www.falabella.com.co/falabella-co/product/125099419/PERFUME-HOMBRE-MONTBLANC-LEGEND-EDT-100-ML/125099420"
"JEAN PAUL GAULTIER","https://www.falabella.com.co/falabella-co/product/73021109/Perfume-Mujer-Jean-Paul-Gaultier-Divine-Intense-50-ml-Eau-de-parfum/73021109","$ 567.000","https://www.falabella.com.co/falabella-co/product/73021109/Perfume-Mujer-Jean-Paul-Gaultier-Divine-Intense-50-ml-Eau-de-parfum/73021109","Perfume Mujer Divine Intense 50 ml Eau de parfum","https://www.falabella.com.co/falabella-co/product/73021109/Perfume-Mujer-Jean-Paul-Gaultier-Divine-Intense-50-ml-Eau-de-parfum/73021109"
"MONTBLANC","https://www.falabella.com.co/falabella-co/product/1398695/Perfume-Montblanc-Legend-Spirit-Hombre-50-ml-EDT/1398695","$ 409.900","https://www.falabella.com.co/falabella-co/product/1398695/Perfume-Montblanc-Legend-Spirit-Hombre-50-ml-EDT/1398695","Perfume Legend Spirit Hombre 50 ml EDT","https://www.falabella.com.co/falabella-co/product/1398695/Perfume-Montblanc-Legend-Spirit-Hombre-50-ml-EDT/1398695"
"JEAN PAUL GAULTIER","https://www.falabella.com.co/falabella-co/product/12433733/Perfume-Jean-Paul-Gaultier-Mujer-La-Belle-100ml-EDP/12433733","$ 600.000","https://www.falabella.com.co/falabella-co/product/12433733/Perfume-Jean-Paul-Gaultier-Mujer-La-Belle-100ml-EDP/12433733","Perfume Mujer La Belle 100ml EDP","https://www.falabella.com.co/falabella-co/product/12433733/Perfume-Jean-Paul-Gaultier-Mujer-La-Belle-100ml-EDP/12433733"
"MONTBLANC","https://www.falabella.com.co/falabella-co/product/1398696/Montblanc-Legend-EDT-100-ml/1398696","$ 519.900","https://www.falabella.com.co/falabella-co/product/1398696/Montblanc-Legend-EDT-100-ml/1398696","Legend EDT 100 ml","https://www.falabella.com.co/falabella-co/product/1398696/Montblanc-Legend-EDT-100-ml/1398696"
"RABANNE","https://www.falabella.com.co/falabella-co/product/67816754/Perfume-Rabanne-Hombre-1-Million-Royal-100-ml-EDP/67816754","$ 557.000","https://www.falabella.com.co/falabella-co/product/67816754/Perfume-Rabanne-Hombre-1-Million-Royal-100-ml-EDP/67816754","Perfume Hombre 1 Million Royal 100 ml EDP","https://www.falabella.com.co/falabella-co/product/67816754/Perfume-Rabanne-Hombre-1-Million-Royal-100-ml-EDP/67816754"
"RABANNE","https://www.falabella.com.co/falabella-co/product/67816755/Perfume-Paco-Rabanne-Lady-Million-Royal-50-ml-Edp/67816755","$ 422.000","https://www.falabella.com.co/falabella-co/product/67816755/Perfume-Paco-Rabanne-Lady-Million-Royal-50-ml-Edp/67816755","Perfume Paco Lady Million Royal 50 ml Edp","https://www.falabella.com.co/falabella-co/product/67816755/Perfume-Paco-Rabanne-Lady-Million-Royal-50-ml-Edp/67816755"
"RABANNE","https://www.falabella.com.co/falabella-co/product/67816756/Perfume-Rabanne-Mujer-Lady-Million-Royal-80-ml-EDP/67816756","$ 530.000","https://www.falabella.com.co/falabella-co/product/67816756/Perfume-Rabanne-Mujer-Lady-Million-Royal-80-ml-EDP/67816756","Perfume Mujer Lady Million Royal 80 ml EDP","https://www.falabella.com.co/falabella-co/product/67816756/Perfume-Rabanne-Mujer-Lady-Million-Royal-80-ml-EDP/67816756"
