"producto_name","producto_url","producto_especificaciones","producto_especificaciones_url","producto_vendido_por","producto_vendido_por_url","producto_precio_descuento","producto_precio_descuento_url","producto_precio_con_oferta","producto_precio_con_oferta_url","producto_precio_sin_oferta","producto_precio_sin_oferta_url","producto_promocion_blackdays","producto_promocion_blackdays_url","producto_referencias","producto_referencias_url","producto_descuento","producto_descuento_url","producto_tiempo_llegada","producto_tiempo_llegada_url","producto_envios_gratis","producto_envios_gratis_url"
"HUGO BOSS","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","Perfume The Scent Private Accord For Her Mujer 100 ml EDP","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","Por Falabella","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","","","$ 259.990","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","$ 677.900","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","Black Days","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","(5)","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","-62%","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","Llega mañana","https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503","",""
"DIOR","https://www.falabella.com.co/falabella-co/product/prod11860126/Perfume-Hombre-Dior-Sauvage-EDP/3838996","Perfume Hombre Dior Sauvage EDP","https://www.falabella.com.co/falabella-co/product/prod11860126/Perfume-Hombre-Dior-Sauvage-EDP/3838996","Por Falabella","https://www.falabella.com.co/falabella-co/product/prod11860126/Perfume-Hombre-Dior-Sauvage-EDP/3838996","","","$ 823.000 - $ 1.218.000","https://www.falabella.com.co/falabella-co/product/prod11860126/Perfume-Hombre-Dior-Sauvage-EDP/3838996","","","","","(289)","https://www.falabella.com.co/falabella-co/product/prod11860126/Perfume-Hombre-Dior-Sauvage-EDP/3838996","","","Llega mañana","https://www.falabella.com.co/falabella-co/product/prod11860126/Perfume-Hombre-Dior-Sauvage-EDP/3838996","",""
"MONTBLANC","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","Perfume Hombre STARWALKER EXTREME 75 ml EDT","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","Por Falabella","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","$ 209.900","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","$ 239.900","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","$ 459.900","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","Black Days","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","","","-54%","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","Llega mañana","https://www.falabella.com.co/falabella-co/product/73170258/Perfume-Hombre-Montblanc-STARWALKER-EXTREME-75-ml-EDT-/73170258","",""
"CALVIN KLEIN","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","Perfume Mujer Ck In2U For Her 100 Ml EDT","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","Por Falabella","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","","","$ 179.900","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","$ 289.900","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","Black Days","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","(456)","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","-38%","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","Llega mañana","https://www.falabella.com.co/falabella-co/product/44971281/Perfume-Mujer-Calvin-Klein-Ck-In2U-For-Her-100-Ml-EDT/44971281","",""
"LATTAFA","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Perfume Yara Candy 100ML + Body Spray Yara 200ML","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Por Amber Oud","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 179.100","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 199.000","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","$ 420.000","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Black Days","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","","","-57%","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Llega mañana","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Envío gratis","https://www.falabella.com.co/falabella-co/product/142700461/Perfume-Yara-Candy-100ML-+-Body-Spray-Yara-Lattafa-200ML/142700462?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_x1rkBZlcCAWJAfH99X9GWTk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZPjlL0iXp1N6JVempz7lqlH09ksQDCPnNCbgzYkD5YeXmBqEkN42Zp4ixEwZPzcXSvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D"
"CAROLINA HERRERA","https://www.falabella.com.co/falabella-co/product/73273734/Set-de-Perfume-Mujer-Carolina-Herrera-Perfume-Good-Girl-EDP-80ml,-locion-Good-Girl-100ml,-Perfume-Good-Girl-EDP-10ml/73273734?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Vyb4CuBw0T7L5AgVPz3etjk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZLHnHP1v4iwP4bt-kJXeBGECGY69BEW_5SMiJ1zjcDGVsbtAmCGog4OtdnwkKk2DrvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Set de Perfume Mujer Perfume Good Girl EDP 80ml, loción Good Girl 100ml, Perfume Good Girl EDP 10ml","https://www.falabella.com.co/falabella-co/product/73273734/Set-de-Perfume-Mujer-Carolina-Herrera-Perfume-Good-Girl-EDP-80ml,-locion-Good-Girl-100ml,-Perfume-Good-Girl-EDP-10ml/73273734?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Vyb4CuBw0T7L5AgVPz3etjk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZLHnHP1v4iwP4bt-kJXeBGECGY69BEW_5SMiJ1zjcDGVsbtAmCGog4OtdnwkKk2DrvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","Por Falabella","https://www.falabella.com.co/falabella-co/product/73273734/Set-de-Perfume-Mujer-Carolina-Herrera-Perfume-Good-Girl-EDP-80ml,-locion-Good-Girl-100ml,-Perfume-Good-Girl-EDP-10ml/73273734?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Vyb4CuBw0T7L5AgVPz3etjk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZLHnHP1v4iwP4bt-kJXeBGECGY69BEW_5SMiJ1zjcDGVsbtAmCGog4OtdnwkKk2DrvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","","","$ 651.000","https://www.falabella.com.co/falabella-co/product/73273734/Set-de-Perfume-Mujer-Carolina-Herrera-Perfume-Good-Girl-EDP-80ml,-locion-Good-Girl-100ml,-Perfume-Good-Girl-EDP-10ml/73273734?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0Nzc4NzQ1NDI4Ng%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Vyb4CuBw0T7L5AgVPz3etjk799OiHKT6xHQasFy0l7nC7yHfRzX4YI9L4bdtQ-WZLHnHP1v4iwP4bt-kJXeBGECGY69BEW_5SMiJ1zjcDGVsbtAmCGog4OtdnwkKk2DrvGT7wdJiAbXeDeFBFgLSOj_L9CKLbHYmapEKZXQg56pEqFvdeGpxvIoBcpNyq4C3_ark196f04079875837b24%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Perfumes%2522%257D%257D","","","","","","","","","","","",""
"LATTAFA","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","Perfume Mayar 100ml","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","Por Amber Oud","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","$ 170.100","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","$ 189.000","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","$ 320.000","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","Black Days","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","(25)","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","-47%","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","Llega mañana","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014","Envío gratis","https://www.falabella.com.co/falabella-co/product/128048013/Perfume-Mayar-Lattafa-100ml/128048014"
"LACOSTE","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","Perfume Hombre 125 ml EDT","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","Por Falabella","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","$ 259.990","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","$ 279.990","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","$ 449.900","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","Black Days","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","(23)","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","-42%","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","Llega mañana","https://www.falabella.com.co/falabella-co/product/72926580/Perfume-Hombre-Lacoste-125-ml-EDT-/72926580","",""
"LATTAFA","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","Perfume Khamrah 100ml + Body Spray 200ML","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","Por Amber Oud","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","$ 200.700","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","$ 223.000","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","$ 460.000","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","Black Days","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","","","-56%","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","Llega mañana","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819","Envío gratis","https://www.falabella.com.co/falabella-co/product/141294818/Perfume-Khamrah-100ml-+-Body-Spray-200ML/141294819"
"CHANEL","https://www.falabella.com.co/falabella-co/product/prod13420124/CHANEL-CHANCE-EAU-FRA%C3%8ECHE-EAU-DE-PARFUM-150-ML/72872742","CHANCE EAU FRAÎCHE EAU DE PARFUM 150 ML","https://www.falabella.com.co/falabella-co/product/prod13420124/CHANEL-CHANCE-EAU-FRA%C3%8ECHE-EAU-DE-PARFUM-150-ML/72872742","Por Falabella","https://www.falabella.com.co/falabella-co/product/prod13420124/CHANEL-CHANCE-EAU-FRA%C3%8ECHE-EAU-DE-PARFUM-150-ML/72872742","","","$ 771.000 - $ 1.197.000","https://www.falabella.com.co/falabella-co/product/prod13420124/CHANEL-CHANCE-EAU-FRA%C3%8ECHE-EAU-DE-PARFUM-150-ML/72872742","","","","","(25)","https://www.falabella.com.co/falabella-co/product/prod13420124/CHANEL-CHANCE-EAU-FRA%C3%8ECHE-EAU-DE-PARFUM-150-ML/72872742","","","Llega mañana","https://www.falabella.com.co/falabella-co/product/prod13420124/CHANEL-CHANCE-EAU-FRA%C3%8ECHE-EAU-DE-PARFUM-150-ML/72872742","",""
